operateur,annee,filiere,code_categorie_consommation,libelle_categorie_consommation,code_grand_secteur,libelle_grand_secteur,code_naf,libelle_secteur_naf2,conso,pdl,indqual,nombre_mailles_secretisees,code_region,libelle_region
Syndicat d'électricité synergie Maurienne,2011,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,167.12985226524523,2550,0.5,0,84,Auvergne-Rhône-Alpes
Vialis,2011,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,192.52909108485088,36053,0.717,0,44,Grand Est
Vialis,2011,Electricité,X,0,X,Secteur Inconnu,,0,267.8930506649353,515,0.594,0,44,Grand Est
Gazelec de Péronne,2011,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,164.51464821107422,1926,1.0,0,32,Hauts-de-France
GRDF,2011,Gaz,ENT,Entreprises,A,Agriculture,,0,168.1613226394777,116,1.0,0,11,Île-de-France
GRDF,2011,Gaz,ENT,Entreprises,I,Industrie,,0,191.3104732284837,1317,0.999,0,11,Île-de-France
GRDF,2011,Gaz,ENT,Entreprises,T,Tertiaire,,0,177.8447195793716,14304,0.993,0,11,Île-de-France
GRDF,2011,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,116.44,2649864,0.26,132,11,Île-de-France
GRDF,2011,Gaz,X,0,X,Secteur Inconnu,,0,162.7843708944553,1039,0.993,198,11,Île-de-France
GRDF,2011,Gaz,ENT,Entreprises,T,Tertiaire,,0,524.34,3249,0.99,0,27,Bourgogne-Franche-Comté
GRDF,2011,Gaz,ENT,Entreprises,A,Agriculture,,0,393.54,37,1.0,0,28,Normandie
GRDF,2011,Gaz,ENT,Entreprises,I,Industrie,,0,138.2172930152947,1401,0.998,0,32,Hauts-de-France
GRDF,2011,Gaz,ENT,Entreprises,I,Industrie,,0,99.72908042520817,1240,0.999,0,44,Grand Est
GRDF,2011,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,223.51973402927817,937197,0.14,67,44,Grand Est
GRDF,2011,Gaz,ENT,Entreprises,A,Agriculture,,0,157.19360516940287,159,0.997,0,52,Pays de la Loire
GRDF,2011,Gaz,ENT,Entreprises,I,Industrie,,0,169.15069964497235,852,0.998,0,52,Pays de la Loire
GRDF,2011,Gaz,ENT,Entreprises,I,Industrie,,0,139.30929171036632,581,0.999,0,53,Bretagne
GRDF,2011,Gaz,ENT,Entreprises,T,Tertiaire,,0,908.89,2358,0.989,0,53,Bretagne
GRDF,2011,Gaz,ENT,Entreprises,T,Tertiaire,,0,97.9313081211181,3761,0.983,0,75,Nouvelle-Aquitaine
GRDF,2011,Gaz,ENT,Entreprises,T,Tertiaire,,0,167.2094722267888,3843,0.978,0,76,Occitanie
GRDF,2011,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,191.16860802697448,840453,0.102,87,76,Occitanie
GRDF,2011,Gaz,ENT,Entreprises,A,Agriculture,,0,103.81862270739974,122,0.992,0,84,Auvergne-Rhône-Alpes
GRDF,2011,Gaz,ENT,Entreprises,T,Tertiaire,,0,139.3262916782472,8170,0.99,0,84,Auvergne-Rhône-Alpes
GRDF,2011,Gaz,X,0,X,Secteur Inconnu,,0,787.73,344,0.989,103,84,Auvergne-Rhône-Alpes
GRDF,2011,Gaz,ENT,Entreprises,A,Agriculture,,0,148.82741842454593,214,0.992,0,93,Provence-Alpes-Côte d'Azur
Groupement Elise - Régie de Villard-Bonnot,2011,Gaz,X,0,X,Secteur Inconnu,,0,97.98012097689414,1428,0.0,0,84,Auvergne-Rhône-Alpes
GRT Gaz,2011,Gaz,ENT,Entreprises,I,Industrie,,0,172.82556986724995,58,1.0,0,27,Bourgogne-Franche-Comté
GRT Gaz,2011,Gaz,ENT,Entreprises,I,Industrie,,0,783.08,158,1.0,0,44,Grand Est
GRT Gaz,2011,Gaz,ENT,Entreprises,I,Industrie,,0,87.19708404466293,67,1.0,0,75,Nouvelle-Aquitaine
GRT Gaz,2011,Gaz,ENT,Entreprises,I,Industrie,,0,742.25,108,1.0,0,84,Auvergne-Rhône-Alpes
GRT Gaz,2011,Gaz,ENT,Entreprises,I,Industrie,,0,208.64935577067573,53,1.0,0,93,Provence-Alpes-Côte d'Azur
Regaz Bordeaux,2011,Gaz,ENT,Entreprises,A,Agriculture,,0,321.92,169,0.961,0,75,Nouvelle-Aquitaine
Regaz Bordeaux,2011,Gaz,ENT,Entreprises,I,Industrie,,0,224.97410415472635,985,0.962,0,75,Nouvelle-Aquitaine
Regaz Bordeaux,2011,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,116.83226454339628,205382,0.96,0,75,Nouvelle-Aquitaine
Régie municipale gaz-électricité de Carmaux,2011,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,129.3263810985684,6260,0.5,0,76,Occitanie
Régie municipale multiservices de La Réole,2011,Gaz,ENT,Entreprises,I,Industrie,,0,126.9101825268079,18,0.8,0,75,Nouvelle-Aquitaine
Régie municipale multiservices de La Réole,2011,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,126.21185902564632,1103,0.8,0,75,Nouvelle-Aquitaine
TIGF,2011,Gaz,ENT,Entreprises,A,Agriculture,,0,140.88186167105275,11,1.0,0,76,Occitanie
Vialis,2011,Gaz,ENT,Entreprises,I,Industrie,,0,126.90250210452488,203,0.927,0,44,Grand Est
Vialis,2011,Gaz,ENT,Entreprises,T,Tertiaire,,0,176.1325331146228,1820,0.824,0,44,Grand Est
Vialis,2011,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,807.89,30077,0.745,0,44,Grand Est
Energies Services Lavaur,2012,Electricité,ENT,Entreprises,A,Agriculture,,0,109.57402326899728,13,1.0,0,76,Occitanie
Energies Services Lavaur,2012,Electricité,ENT,Entreprises,I,Industrie,,0,228.41,19,1.0,0,76,Occitanie
Centrale électrique Vonderscheer de Ville,2012,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,396.94,1207,0.95,0,44,Grand Est
Coopérative d'électricité de Saint Martin de Londres,2012,Electricité,ENT,Entreprises,A,Agriculture,,0,98.54674498378324,22,1.0,0,76,Occitanie
Coopérative d'électricité de Saint Martin de Londres,2012,Electricité,ENT,Entreprises,I,Industrie,,0,837.14,70,1.0,0,76,Occitanie
Coopérative d'électricité de Saint Martin de Londres,2012,Electricité,ENT,Entreprises,T,Tertiaire,,0,120.92066180464928,249,1.0,0,76,Occitanie
EdF-SEI,2012,Electricité,X,0,X,Secteur Inconnu,,0,157.3650195802097,0,0.0,0,01,Guadeloupe
EdF-SEI,2012,Electricité,X,0,X,Secteur Inconnu,,0,136.1417819458995,0,0.0,0,04,La Réunion
Electricité de Strasbourg,2012,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,592.31,143088,0.998,2,44,Grand Est
Electricité de Strasbourg,2012,Electricité,X,0,X,Secteur Inconnu,,0,0.0,0,0.0,0,44,Grand Est
Enedis,2012,Electricité,ENT,Entreprises,A,Agriculture,,0,143.78866668264544,779,0.937,0,11,Île-de-France
Enedis,2012,Electricité,ENT,Entreprises,I,Industrie,,0,289.01,10324,0.93,0,11,Île-de-France
Enedis,2012,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,171.70555054855072,6178989,0.356,56,11,Île-de-France
Enedis,2012,Electricité,X,0,X,Secteur Inconnu,,0,540.08,1600,0.469,0,11,Île-de-France
Enedis,2012,Electricité,ENT,Entreprises,I,Industrie,,0,120.08712992573616,3605,0.957,0,24,Centre-Val de Loire
Enedis,2012,Electricité,ENT,Entreprises,I,Industrie,,0,182.6692543935865,5070,0.957,0,27,Bourgogne-Franche-Comté
Enedis,2012,Electricité,ENT,Entreprises,A,Agriculture,,0,964.13,808,0.908,0,28,Normandie
Energies et services Schoeneck,2012,Electricité,X,0,X,Secteur Inconnu,,0,910.09,1368,1.0,0,44,Grand Est
Energies et Services ville d'Amneville,2012,Electricité,ENT,Entreprises,T,Tertiaire,,0,305.62,64,1.0,0,44,Grand Est
Gascogne Energies Services,2012,Electricité,ENT,Entreprises,I,Industrie,,0,116.31602363076068,5,1.0,0,75,Nouvelle-Aquitaine
Gazelec de Péronne,2012,Electricité,ENT,Entreprises,I,Industrie,,0,315.07,20,1.0,0,32,Hauts-de-France
Régie communale du câble et d'électricité de Montataire,2012,Electricité,ENT,Entreprises,I,Industrie,,0,133.24000338782486,0,0.0,0,32,Hauts-de-France
Régie d'électricité d'Aigueblanche,2012,Electricité,ENT,Entreprises,T,Tertiaire,,0,271.94,0,0.0,0,84,Auvergne-Rhône-Alpes
Régie d'électricité d'Aigueblanche,2012,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,204.26,0,0.0,0,84,Auvergne-Rhône-Alpes
Régie d'électricité d'Aigueblanche,2012,Electricité,X,0,X,Secteur Inconnu,,0,453.74,1578,1.0,0,84,Auvergne-Rhône-Alpes
Régie d'électricité de Roquebillière,2012,Electricité,ENT,Entreprises,A,Agriculture,,0,22.750719806767435,5,1.0,0,93,Provence-Alpes-Côte d'Azur
Régie d'électricité de Saint-Quirc,2012,Electricité,ENT,Entreprises,A,Agriculture,,0,732.91,9,0.5,0,76,Occitanie
Régie d'électricité de Sainte Marie de Cuines,2012,Electricité,X,0,X,Secteur Inconnu,,0,648.82,28,1.0,0,84,Auvergne-Rhône-Alpes
Régie d'électricité du Morel,2012,Electricité,ENT,Entreprises,T,Tertiaire,,0,0.0,0,0.0,0,84,Auvergne-Rhône-Alpes
Régie électrique de Bozel,2012,Electricité,X,0,X,Secteur Inconnu,,0,122.63,195,0.0,0,84,Auvergne-Rhône-Alpes
Régie électrique de La Chapelle,2012,Electricité,ENT,Entreprises,A,Agriculture,,0,0.0,0,0.0,0,84,Auvergne-Rhône-Alpes
Régie électrique de Saint Laurent de Cerdans,2012,Electricité,ENT,Entreprises,A,Agriculture,,0,146.2737194890939,7,1.0,0,76,Occitanie
Régie électrique de Tignes,2012,Electricité,ENT,Entreprises,T,Tertiaire,,0,435.57,622,0.9,0,84,Auvergne-Rhône-Alpes
Régie électrique de Tignes,2012,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,142.2746419782485,5508,0.9,0,84,Auvergne-Rhône-Alpes
Régie électrique de Tignes,2012,Electricité,X,0,X,Secteur Inconnu,,0,378.84,0,0.0,0,84,Auvergne-Rhône-Alpes
Régie électrique municipale de Fontaine-au-Pire,2012,Electricité,ENT,Entreprises,A,Agriculture,,0,127.97978278062772,8,0.0,0,32,Hauts-de-France
Régie municipale d'électricité de Dalou,2012,Electricité,ENT,Entreprises,T,Tertiaire,,0,460.26,5,1.0,0,76,Occitanie
Régie municipale d'électricité de La Chambre,2012,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,105.19768379663316,654,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de La Chambre,2012,Electricité,X,0,X,Secteur Inconnu,,0,148.56649272544047,30,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de la Ferrière,2012,Electricité,ENT,Entreprises,T,Tertiaire,,0,125.19889082105968,180,0.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Laruns,2012,Electricité,ENT,Entreprises,T,Tertiaire,,0,189.42880215377585,205,1.0,0,75,Nouvelle-Aquitaine
Régie municipale d'électricité de Laruns,2012,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,122.16,1126,1.0,0,75,Nouvelle-Aquitaine
Régie municipale d'électricité de Laruns,2012,Electricité,X,0,X,Secteur Inconnu,,0,134.9452346432513,22,1.0,0,75,Nouvelle-Aquitaine
Régie municipale d'électricité de Martres Tolosane,2012,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,164.3,1226,1.0,0,76,Occitanie
Régie municipale d'électricité de Mercus,2012,Electricité,ENT,Entreprises,T,Tertiaire,,0,280.65,41,0.5,0,76,Occitanie
Régie municipale d'électricité de Mercus,2012,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,767.59,486,0.5,0,76,Occitanie
Régie municipale d'électricité de Mercus,2012,Electricité,X,0,X,Secteur Inconnu,,0,735.67,35,0.5,0,76,Occitanie
Régie municipale d'électricité de Saint Martin sur La Chambre,2012,Electricité,ENT,Entreprises,A,Agriculture,,0,628.91,0,0.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Saint Martin sur La Chambre,2012,Electricité,ENT,Entreprises,I,Industrie,,0,0.0,1,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Saint Martin sur La Chambre,2012,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,177.4291931419172,310,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Saint Martin sur La Chambre,2012,Electricité,X,0,X,Secteur Inconnu,,0,574.95,26,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Tarascon sur Ariège,2012,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,162.10632101633877,1656,0.5,0,76,Occitanie
Régie municipale d'électricité de Tours en Savoie,2012,Electricité,ENT,Entreprises,I,Industrie,,0,719.45,16,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Tours en Savoie,2012,Electricité,ENT,Entreprises,T,Tertiaire,,0,580.45,27,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Tours en Savoie,2012,Electricité,X,0,X,Secteur Inconnu,,0,138.2742990848289,14,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Varilhes,2012,Electricité,ENT,Entreprises,T,Tertiaire,,0,872.72,136,1.0,0,76,Occitanie
